classification,company_id
Independent Software Vendor (ISV),d5abd2fe-b7ab-45f7-be8b-21ca27a1b90d
Cloud Service Provider (CSP),d5abd2fe-b7ab-45f7-be8b-21ca27a1b90d
Cloud Service Provider (CSP),4bbc5f04-9670-45e2-82c2-eeb3f06d2bc7
Regional System Integrator (RSI),4bbc5f04-9670-45e2-82c2-eeb3f06d2bc7
Independent Software Vendor (ISV),4bbc5f04-9670-45e2-82c2-eeb3f06d2bc7
Regional System Integrator (RSI),c03f9542-6397-4f00-b205-4c799896d99e
Cloud Service Provider (CSP),c03f9542-6397-4f00-b205-4c799896d99e
Independent Software Vendor (ISV),c03f9542-6397-4f00-b205-4c799896d99e
Cloud Service Provider (CSP),e9f0e7be-e7ca-4795-8196-112bda19205c
Independent Software Vendor (ISV),e9f0e7be-e7ca-4795-8196-112bda19205c
Cloud Service Provider (CSP),ad5b8e48-820f-4043-b197-cb9ccda227e5
Regional System Integrator (RSI),ad5b8e48-820f-4043-b197-cb9ccda227e5
Managed Service Provider (MSP),ad5b8e48-820f-4043-b197-cb9ccda227e5
Cloud Service Provider (CSP),01a40b69-4327-476f-acde-30c29e77731e
Regional System Integrator (RSI),01a40b69-4327-476f-acde-30c29e77731e
Managed Service Provider (MSP),01a40b69-4327-476f-acde-30c29e77731e
Cloud Service Provider (CSP),9bbb0043-3f3d-4023-8be0-30ae5dfd44a1
Regional System Integrator (RSI),9bbb0043-3f3d-4023-8be0-30ae5dfd44a1
Independent Software Vendor (ISV),ff093900-fa5e-47e8-9b72-36e495585eab
Regional System Integrator (RSI),ff093900-fa5e-47e8-9b72-36e495585eab
Cloud Service Provider (CSP),ff093900-fa5e-47e8-9b72-36e495585eab
Regional System Integrator (RSI),c59f65b9-7a7e-43f7-9436-09cbaf4fc296
Cloud Service Provider (CSP),c59f65b9-7a7e-43f7-9436-09cbaf4fc296
-,7bb35b1b-c659-4682-a339-108bbc0948a7
Independent Software Vendor (ISV),a71388dd-6c72-48f0-bd85-d3fb5daf18db
Regional System Integrator (RSI),a71388dd-6c72-48f0-bd85-d3fb5daf18db
Cloud Service Provider (CSP),a71388dd-6c72-48f0-bd85-d3fb5daf18db
Cloud Service Provider (CSP),1d13673b-ef55-4a49-a3b9-27ae31bf6920
Regional System Integrator (RSI),1d13673b-ef55-4a49-a3b9-27ae31bf6920
Cloud Service Provider (CSP),c02f4d8a-4c0d-416d-878e-d73c00e45c1f
Regional System Integrator (RSI),f3bda80b-e8a9-4d79-9c63-99f218828d44
Cloud Service Provider (CSP),f3bda80b-e8a9-4d79-9c63-99f218828d44
Cloud Service Provider (CSP),68054353-8a07-4927-9c66-04664d4cf84e
Regional System Integrator (RSI),68054353-8a07-4927-9c66-04664d4cf84e
Independent Software Vendor (ISV),68054353-8a07-4927-9c66-04664d4cf84e
Independent Software Vendor (ISV),590a513c-4fe1-44d1-a63a-93de3bce9b57
Independent Software Vendor (ISV),4a4c2c81-07f9-48da-a342-ef4be4a07d35
Regional System Integrator (RSI),4a4c2c81-07f9-48da-a342-ef4be4a07d35
Regional System Integrator (RSI),3dea0167-384c-4e34-88de-c237f9dc60f3
Managed Service Provider (MSP),3dea0167-384c-4e34-88de-c237f9dc60f3
Cloud Service Provider (CSP),3dea0167-384c-4e34-88de-c237f9dc60f3
Cloud Service Provider (CSP),c520bbc2-41e4-4e0f-bbd6-77744ea508fb
Regional System Integrator (RSI),c520bbc2-41e4-4e0f-bbd6-77744ea508fb
Regional System Integrator (RSI),c8ec148f-8e36-476e-a396-8ab20e018a4f
Regional System Integrator (RSI),fcec2f41-aab2-4f4e-9026-309faed5f51d
Cloud Service Provider (CSP),fcec2f41-aab2-4f4e-9026-309faed5f51d
Independent Software Vendor (ISV),f480d2f2-353c-43b7-8139-cf29de659410
Regional System Integrator (RSI),dfce11cf-9c37-4901-a2dc-696ac3aaa406
Regional System Integrator (RSI),c3edffb0-fd2f-4ebf-b456-0369c7c042f2
Regional System Integrator (RSI),ed02a810-6897-4630-9683-a46ebb93d500
Cloud Service Provider (CSP),ed02a810-6897-4630-9683-a46ebb93d500
Regional System Integrator (RSI),5edd400a-3440-42d1-8fc1-08416766d357
Cloud Service Provider (CSP),5edd400a-3440-42d1-8fc1-08416766d357
-,453005d6-c8c9-4dc6-bed6-dc46c2b79f09
Independent Software Vendor (ISV),dc0ee828-326f-4f61-a1ca-9560d6b3c6ad
Independent Software Vendor (ISV),83b30253-ae03-4474-bbfa-e45cd0185299
Cloud Service Provider (CSP),83b30253-ae03-4474-bbfa-e45cd0185299
Regional System Integrator (RSI),83b30253-ae03-4474-bbfa-e45cd0185299
Regional System Integrator (RSI),48d6c9e1-3a08-4590-b795-78da431708a4
Cloud Service Provider (CSP),48d6c9e1-3a08-4590-b795-78da431708a4
Managed Service Provider (MSP),48d6c9e1-3a08-4590-b795-78da431708a4
Regional System Integrator (RSI),39cb2258-694f-4610-83d0-591bea34b790
Cloud Service Provider (CSP),39cb2258-694f-4610-83d0-591bea34b790
Managed Service Provider (MSP),39cb2258-694f-4610-83d0-591bea34b790
Cloud Service Provider (CSP),acb28b80-de93-49cd-a571-bcacb950920c
Value Added Reseller (VAR),acb28b80-de93-49cd-a571-bcacb950920c
Independent Software Vendor (ISV),927f1f0a-26f2-44f3-b8de-21ae1c6e3690
Cloud Service Provider (CSP),3545716c-096d-4766-b741-f40bfc7acc59
Managed Service Provider (MSP),3545716c-096d-4766-b741-f40bfc7acc59
Regional System Integrator (RSI),3545716c-096d-4766-b741-f40bfc7acc59
Independent Software Vendor (ISV),ffd8b12e-4091-40a1-a55f-e3ee4b5133d3
Cloud Service Provider (CSP),ffd8b12e-4091-40a1-a55f-e3ee4b5133d3
Regional System Integrator (RSI),ffd8b12e-4091-40a1-a55f-e3ee4b5133d3
Managed Service Provider (MSP),ffd8b12e-4091-40a1-a55f-e3ee4b5133d3
Cloud Service Provider (CSP),a2c37c13-e067-4323-94f0-8e66e876d333
Regional System Integrator (RSI),9ef5710f-f267-433e-b105-569dad9261b6
-,f628646d-6904-4409-998c-175e5c228d75
Managed Service Provider (MSP),4c717362-3039-4c78-9a0b-de90d5d5478d
Regional System Integrator (RSI),4c717362-3039-4c78-9a0b-de90d5d5478d
Cloud Service Provider (CSP),4c717362-3039-4c78-9a0b-de90d5d5478d
Regional System Integrator (RSI),c58c6307-994d-44e4-9517-0ab761d0a424
Cloud Service Provider (CSP),c58c6307-994d-44e4-9517-0ab761d0a424
Managed Service Provider (MSP),c58c6307-994d-44e4-9517-0ab761d0a424
Cloud Service Provider (CSP),67318afb-2f33-45a1-9ce9-fc20c69fbe69
Managed Service Provider (MSP),67318afb-2f33-45a1-9ce9-fc20c69fbe69
Regional System Integrator (RSI),67318afb-2f33-45a1-9ce9-fc20c69fbe69
Independent Software Vendor (ISV),67318afb-2f33-45a1-9ce9-fc20c69fbe69
Value Added Reseller (VAR),67318afb-2f33-45a1-9ce9-fc20c69fbe69
Cloud Service Provider (CSP),93c40ef2-9897-4d45-a059-ee5f61e34961
Regional System Integrator (RSI),93c40ef2-9897-4d45-a059-ee5f61e34961
Managed Service Provider (MSP),93c40ef2-9897-4d45-a059-ee5f61e34961
Direct Market Reseller (DMR),93c40ef2-9897-4d45-a059-ee5f61e34961
Value Added Reseller (VAR),93c40ef2-9897-4d45-a059-ee5f61e34961
Independent Software Vendor (ISV),93c40ef2-9897-4d45-a059-ee5f61e34961
Regional System Integrator (RSI),8b0f2eb6-dcd8-44ae-90b9-7d55e0aee8cd
Cloud Service Provider (CSP),4211d9d6-bee0-47fd-85a1-fbf9d78fa981
Managed Service Provider (MSP),4211d9d6-bee0-47fd-85a1-fbf9d78fa981
Regional System Integrator (RSI),4211d9d6-bee0-47fd-85a1-fbf9d78fa981
-,57b785d8-2ab1-4586-a70d-def8ffe44458
Cloud Service Provider (CSP),6a46b3be-8732-446a-b351-206c557e6f91
Regional System Integrator (RSI),6a46b3be-8732-446a-b351-206c557e6f91
Regional System Integrator (RSI),31e6a6b0-55e3-40c6-a1c8-74dd3950883d
Independent Software Vendor (ISV),ef8cd001-0d61-445c-81b0-50b2765d2a8d
Regional System Integrator (RSI),ef8cd001-0d61-445c-81b0-50b2765d2a8d
Cloud Service Provider (CSP),ef8cd001-0d61-445c-81b0-50b2765d2a8d
Regional System Integrator (RSI),941635b2-a372-4358-89b4-6700e75c8443
Cloud Service Provider (CSP),941635b2-a372-4358-89b4-6700e75c8443
Regional System Integrator (RSI),79e133ae-bb7b-46c3-948d-34401427c971
Independent Software Vendor (ISV),79e133ae-bb7b-46c3-948d-34401427c971
Cloud Service Provider (CSP),79e133ae-bb7b-46c3-948d-34401427c971
Cloud Service Provider (CSP),8287052b-477d-4999-a748-2f44222f3dff
Regional System Integrator (RSI),8287052b-477d-4999-a748-2f44222f3dff
Managed Service Provider (MSP),8287052b-477d-4999-a748-2f44222f3dff
Independent Software Vendor (ISV),05e2a9dd-0204-4d54-a473-c2a309b1f1ff
Cloud Service Provider (CSP),05e2a9dd-0204-4d54-a473-c2a309b1f1ff
Regional System Integrator (RSI),05e2a9dd-0204-4d54-a473-c2a309b1f1ff
-,990522f4-438c-4b2c-98e0-56e197e52a8b
Cloud Service Provider (CSP),fdf04d89-5a9c-49ee-b86b-97e4fb5de323
Regional System Integrator (RSI),fdf04d89-5a9c-49ee-b86b-97e4fb5de323
Independent Software Vendor (ISV),fdf04d89-5a9c-49ee-b86b-97e4fb5de323
Regional System Integrator (RSI),4917a5a1-788b-4d4f-8546-645bd454c1d5
Cloud Service Provider (CSP),4917a5a1-788b-4d4f-8546-645bd454c1d5
Independent Software Vendor (ISV),4917a5a1-788b-4d4f-8546-645bd454c1d5
Regional System Integrator (RSI),7da6c961-4ee5-49c2-adb2-1e8f804680a8
Cloud Service Provider (CSP),4d6f8735-5378-4bd4-aa4b-974fe30249de
Regional System Integrator (RSI),4d6f8735-5378-4bd4-aa4b-974fe30249de
Managed Service Provider (MSP),4d6f8735-5378-4bd4-aa4b-974fe30249de
Independent Software Vendor (ISV),e0972492-c990-4509-af95-f592cff44691
Regional System Integrator (RSI),de21f189-5b37-42cc-8151-7d4c3838b49d
Independent Software Vendor (ISV),de21f189-5b37-42cc-8151-7d4c3838b49d
Cloud Service Provider (CSP),de21f189-5b37-42cc-8151-7d4c3838b49d
Regional System Integrator (RSI),fd7a49a1-3354-47b8-bfcf-428ce605b034
Cloud Service Provider (CSP),fd7a49a1-3354-47b8-bfcf-428ce605b034
Cloud Service Provider (CSP),0efb258e-b553-45b1-b609-e647d026b855
Regional System Integrator (RSI),0efb258e-b553-45b1-b609-e647d026b855
Regional System Integrator (RSI),3c7ee40d-5cae-407e-bc1d-5262cef197f9
Independent Software Vendor (ISV),3c7ee40d-5cae-407e-bc1d-5262cef197f9
Cloud Service Provider (CSP),1f302ef9-36b1-4552-9316-c470f5a1b8c0
Independent Software Vendor (ISV),1f302ef9-36b1-4552-9316-c470f5a1b8c0
Regional System Integrator (RSI),1f302ef9-36b1-4552-9316-c470f5a1b8c0
Direct Market Reseller (DMR),00e6f20e-0fbb-41fd-818d-7d0e4deaee14
Regional System Integrator (RSI),00e6f20e-0fbb-41fd-818d-7d0e4deaee14
Cloud Service Provider (CSP),00e6f20e-0fbb-41fd-818d-7d0e4deaee14
Regional System Integrator (RSI),b488e50d-89d8-4f59-8495-2b23c845bcbd
Cloud Service Provider (CSP),b488e50d-89d8-4f59-8495-2b23c845bcbd
Managed Service Provider (MSP),a272e0a2-fa9d-49cb-893f-dc764de1ca83
Regional System Integrator (RSI),d4b1a756-4819-4370-a628-4857e8fe3026
Cloud Service Provider (CSP),d4b1a756-4819-4370-a628-4857e8fe3026
Managed Service Provider (MSP),8e947f1a-0312-4659-830b-0a4dc07af14c
Cloud Service Provider (CSP),8e947f1a-0312-4659-830b-0a4dc07af14c
Regional System Integrator (RSI),8e947f1a-0312-4659-830b-0a4dc07af14c
Independent Software Vendor (ISV),00be2d24-1266-4f3d-b898-6b7138ceb1fa
Cloud Service Provider (CSP),00be2d24-1266-4f3d-b898-6b7138ceb1fa
Regional System Integrator (RSI),00be2d24-1266-4f3d-b898-6b7138ceb1fa
Regional System Integrator (RSI),8afe99cf-a6be-437e-a793-8516c1f97ef8
Independent Software Vendor (ISV),8afe99cf-a6be-437e-a793-8516c1f97ef8
Cloud Service Provider (CSP),8afe99cf-a6be-437e-a793-8516c1f97ef8
Cloud Service Provider (CSP),b8d897bd-56dc-45ae-b950-64ae01e48590
Value Added Reseller (VAR),b8d897bd-56dc-45ae-b950-64ae01e48590
Independent Software Vendor (ISV),b8d897bd-56dc-45ae-b950-64ae01e48590
Regional System Integrator (RSI),5046122b-a6c1-48d1-8ae1-c2448ab1d40e
Cloud Service Provider (CSP),5046122b-a6c1-48d1-8ae1-c2448ab1d40e
Independent Software Vendor (ISV),76ee8466-e12b-40ea-aae2-7432d0ee9cb0
Cloud Service Provider (CSP),76ee8466-e12b-40ea-aae2-7432d0ee9cb0
Regional System Integrator (RSI),6f8a3f29-e9da-4fcf-8fd3-8effae2c8858
Regional System Integrator (RSI),20f8b23a-29ff-460f-9b9f-70fd76aa84a6
Cloud Service Provider (CSP),20f8b23a-29ff-460f-9b9f-70fd76aa84a6
Managed Service Provider (MSP),2879cfea-d1b1-4000-83e5-805e327ccc82
Direct Market Reseller (DMR),2879cfea-d1b1-4000-83e5-805e327ccc82
Cloud Service Provider (CSP),2879cfea-d1b1-4000-83e5-805e327ccc82
Regional System Integrator (RSI),2879cfea-d1b1-4000-83e5-805e327ccc82
Cloud Service Provider (CSP),78a63f0b-be52-4095-b7da-ef8588250f1f
Regional System Integrator (RSI),78a63f0b-be52-4095-b7da-ef8588250f1f
Independent Software Vendor (ISV),d4192b7e-93ca-42ef-bd57-960bc4bb12d7
Regional System Integrator (RSI),d4192b7e-93ca-42ef-bd57-960bc4bb12d7
Cloud Service Provider (CSP),d4192b7e-93ca-42ef-bd57-960bc4bb12d7
Cloud Service Provider (CSP),882af28e-8f24-441b-a9f4-71e27aa73003
Managed Service Provider (MSP),882af28e-8f24-441b-a9f4-71e27aa73003
Regional System Integrator (RSI),882af28e-8f24-441b-a9f4-71e27aa73003
Regional System Integrator (RSI),c4099915-f83a-4270-964c-eb07507a0bb1
Regional System Integrator (RSI),5174b36f-b6c4-491e-b820-a001e8307f8d
Direct Market Reseller (DMR),5174b36f-b6c4-491e-b820-a001e8307f8d
Cloud Service Provider (CSP),5174b36f-b6c4-491e-b820-a001e8307f8d
Regional System Integrator (RSI),30938f3d-912b-481b-9054-0c3584bf578c
Cloud Service Provider (CSP),6a4648e7-1fb3-4a81-8730-91d791cce7f6
Cloud Service Provider (CSP),b24211e9-5d73-400b-8360-4c5927720ae3
Regional System Integrator (RSI),b24211e9-5d73-400b-8360-4c5927720ae3
Regional System Integrator (RSI),797ea4fb-740e-4995-9b0e-0636188d62ff
Regional System Integrator (RSI),22d458b3-69bd-4511-9d06-e8a5f7492e4a
Regional System Integrator (RSI),9facb0dd-ed48-4972-84b2-be762fa27956
Cloud Service Provider (CSP),8f8446cb-8873-4984-8814-3741fe241ad0
Independent Software Vendor (ISV),8f8446cb-8873-4984-8814-3741fe241ad0
Regional System Integrator (RSI),8f8446cb-8873-4984-8814-3741fe241ad0
Regional System Integrator (RSI),0b7d91df-4b16-4ba3-8641-dd7776411c72
Regional System Integrator (RSI),0c924d86-93c7-4822-aa14-9ede8cbe446c
Managed Service Provider (MSP),0c924d86-93c7-4822-aa14-9ede8cbe446c
Cloud Service Provider (CSP),0c924d86-93c7-4822-aa14-9ede8cbe446c
Cloud Service Provider (CSP),b92d2b61-aa11-4287-81cd-af9a157063b2
Regional System Integrator (RSI),b92d2b61-aa11-4287-81cd-af9a157063b2
Direct Market Reseller (DMR),0472586e-2e3a-4837-8d7a-cd1117960cbb
Cloud Service Provider (CSP),0472586e-2e3a-4837-8d7a-cd1117960cbb
Regional System Integrator (RSI),0472586e-2e3a-4837-8d7a-cd1117960cbb
Managed Service Provider (MSP),0472586e-2e3a-4837-8d7a-cd1117960cbb
Managed Service Provider (MSP),4cbacf79-e3cf-46fc-ac93-edac2e99066f
Cloud Service Provider (CSP),4cbacf79-e3cf-46fc-ac93-edac2e99066f
Regional System Integrator (RSI),4cbacf79-e3cf-46fc-ac93-edac2e99066f
Direct Market Reseller (DMR),4cbacf79-e3cf-46fc-ac93-edac2e99066f
Independent Software Vendor (ISV),4cbacf79-e3cf-46fc-ac93-edac2e99066f
Cloud Service Provider (CSP),633d1641-15b9-4e52-be79-93bfb6ca2a60
Independent Software Vendor (ISV),1abe113d-2443-4b37-bf98-a5da0c833ca3
Cloud Service Provider (CSP),1abe113d-2443-4b37-bf98-a5da0c833ca3
Regional System Integrator (RSI),1abe113d-2443-4b37-bf98-a5da0c833ca3
Value Added Reseller (VAR),a6755b80-7586-4dce-a407-8823355a226d
Regional System Integrator (RSI),a6755b80-7586-4dce-a407-8823355a226d
Cloud Service Provider (CSP),a6755b80-7586-4dce-a407-8823355a226d
Managed Service Provider (MSP),a6755b80-7586-4dce-a407-8823355a226d
Cloud Service Provider (CSP),ad8077bd-00d7-4be4-8dd7-ac492413769a
Cloud Service Provider (CSP),76a32923-1907-4501-858a-068be117ca7e
Managed Service Provider (MSP),76a32923-1907-4501-858a-068be117ca7e
Regional System Integrator (RSI),76a32923-1907-4501-858a-068be117ca7e
Cloud Service Provider (CSP),05b67c17-6321-43a1-b51c-24300e5c4da0
Managed Service Provider (MSP),05b67c17-6321-43a1-b51c-24300e5c4da0
Managed Service Provider (MSP),8b5958ed-5588-42cd-94ff-1b1342812402
Direct Market Reseller (DMR),8b5958ed-5588-42cd-94ff-1b1342812402
Cloud Service Provider (CSP),8b5958ed-5588-42cd-94ff-1b1342812402
Regional System Integrator (RSI),8b5958ed-5588-42cd-94ff-1b1342812402
Regional System Integrator (RSI),e8600c0c-b986-4207-aad3-d85b34e59f0a
Cloud Service Provider (CSP),e8600c0c-b986-4207-aad3-d85b34e59f0a
Independent Software Vendor (ISV),e346daf0-2abb-4d1c-b5dc-944388fc2943
Cloud Service Provider (CSP),e346daf0-2abb-4d1c-b5dc-944388fc2943
Regional System Integrator (RSI),e346daf0-2abb-4d1c-b5dc-944388fc2943
Cloud Service Provider (CSP),6f966d3f-6e6e-412d-bfba-1f00093193e2
Direct Market Reseller (DMR),475c4235-6db9-498d-afd9-1596574c79f2
Cloud Service Provider (CSP),475c4235-6db9-498d-afd9-1596574c79f2
Regional System Integrator (RSI),475c4235-6db9-498d-afd9-1596574c79f2
Independent Software Vendor (ISV),83c235b7-e3c9-4d63-b7fe-d5a78a9dbbb0
Cloud Service Provider (CSP),83c235b7-e3c9-4d63-b7fe-d5a78a9dbbb0
Regional System Integrator (RSI),92eec7a7-5e2f-4405-8290-b433e80358de
Cloud Service Provider (CSP),92eec7a7-5e2f-4405-8290-b433e80358de
Independent Software Vendor (ISV),92eec7a7-5e2f-4405-8290-b433e80358de
-,6f3ce3ef-96b4-4fdc-a592-8d531ce7df1e
Direct Market Reseller (DMR),e2ba4866-9b79-462e-a8e1-ae2d0186ccc8
Cloud Service Provider (CSP),e2ba4866-9b79-462e-a8e1-ae2d0186ccc8
Value Added Reseller (VAR),e2ba4866-9b79-462e-a8e1-ae2d0186ccc8
Independent Software Vendor (ISV),8f77cfcd-47ad-447e-88f8-7df38d1a5743
Cloud Service Provider (CSP),8f77cfcd-47ad-447e-88f8-7df38d1a5743
Cloud Service Provider (CSP),189d3486-50ef-43a2-82d3-b6272fbb2945
Regional System Integrator (RSI),a7b07b0a-9e7f-4c90-8912-70eef9641ebd
Cloud Service Provider (CSP),2586a11b-99e1-46fb-ad97-4229cf49db85
Regional System Integrator (RSI),2586a11b-99e1-46fb-ad97-4229cf49db85
Cloud Service Provider (CSP),7b600e70-4d08-454c-a7be-07071b48a64c
Regional System Integrator (RSI),7b600e70-4d08-454c-a7be-07071b48a64c
Independent Software Vendor (ISV),dc4affae-55b9-4e8d-bff3-83fbb8a22bb9
Regional System Integrator (RSI),dc4affae-55b9-4e8d-bff3-83fbb8a22bb9
Cloud Service Provider (CSP),ccb7f013-d49c-4889-b395-b38ebaf57c10
Regional System Integrator (RSI),ae2f2ad0-2b67-4a79-af51-9ec81ce3ea5c
Regional System Integrator (RSI),c6ea7acd-7c1a-4feb-83f6-6a15c82b3326
Cloud Service Provider (CSP),c6ea7acd-7c1a-4feb-83f6-6a15c82b3326
Cloud Service Provider (CSP),6f1edb05-6e78-4758-a21a-0337784928ad
Regional System Integrator (RSI),6f1edb05-6e78-4758-a21a-0337784928ad
Cloud Service Provider (CSP),ad36b133-8fd5-4715-9396-4c65ff38ab71
Regional System Integrator (RSI),ad36b133-8fd5-4715-9396-4c65ff38ab71
Regional System Integrator (RSI),11dfbf01-5315-4487-bc13-2182759dd489
Cloud Service Provider (CSP),11dfbf01-5315-4487-bc13-2182759dd489
Managed Service Provider (MSP),11536bef-d5ae-4c6d-8ee2-8124795e1f6d
Cloud Service Provider (CSP),82492e2d-751c-427d-8b0f-563fd0101c0e
Regional System Integrator (RSI),2186ed7e-d2e5-4875-a867-370813518589
Cloud Service Provider (CSP),2186ed7e-d2e5-4875-a867-370813518589
Independent Software Vendor (ISV),2186ed7e-d2e5-4875-a867-370813518589
Regional System Integrator (RSI),7e56e1d5-fa42-44c4-926a-ebad12abb830
Independent Software Vendor (ISV),7e56e1d5-fa42-44c4-926a-ebad12abb830
Cloud Service Provider (CSP),7e56e1d5-fa42-44c4-926a-ebad12abb830
Direct Market Reseller (DMR),91cfd967-30e9-4ce5-aa9a-ab3ad17eb62e
Value Added Reseller (VAR),91cfd967-30e9-4ce5-aa9a-ab3ad17eb62e
Independent Software Vendor (ISV),91cfd967-30e9-4ce5-aa9a-ab3ad17eb62e
Regional System Integrator (RSI),bac1057f-745a-4541-a775-4443f21cb956
Regional System Integrator (RSI),36e14cbc-fe45-49cf-897e-4c4e64b1a36a
Independent Software Vendor (ISV),36e14cbc-fe45-49cf-897e-4c4e64b1a36a
Cloud Service Provider (CSP),f0307acc-f8cb-459e-a4eb-f78648c94df2
Independent Software Vendor (ISV),6df239b2-24fb-4986-8d68-2ed8fc8e791e
Cloud Service Provider (CSP),405c7027-c37b-48c9-ab33-76b3eaffe5d4
Regional System Integrator (RSI),405c7027-c37b-48c9-ab33-76b3eaffe5d4
Cloud Service Provider (CSP),2a5453a1-11d2-441d-b366-d6ea3f92f50c
Regional System Integrator (RSI),2a5453a1-11d2-441d-b366-d6ea3f92f50c
Regional System Integrator (RSI),807e3968-be29-4f1c-9454-0dd68a76fcdb
Cloud Service Provider (CSP),807e3968-be29-4f1c-9454-0dd68a76fcdb
Cloud Service Provider (CSP),a28906d0-c2b1-4b27-a708-0109d4a7e9cb
Cloud Service Provider (CSP),0812038e-b0de-4097-b861-3bf029efd416
Regional System Integrator (RSI),0812038e-b0de-4097-b861-3bf029efd416
Cloud Service Provider (CSP),7bf4dc50-4c39-4388-84e7-9a530e122ca1
Managed Service Provider (MSP),07e1a337-8f67-4fa7-b7ba-d9cfe6a10387
Regional System Integrator (RSI),07e1a337-8f67-4fa7-b7ba-d9cfe6a10387
Cloud Service Provider (CSP),07e1a337-8f67-4fa7-b7ba-d9cfe6a10387
Managed Service Provider (MSP),cb53aa94-a47b-492a-98e3-d28cb5c68215
Cloud Service Provider (CSP),cb53aa94-a47b-492a-98e3-d28cb5c68215
Cloud Service Provider (CSP),cbd61e86-abb0-4ff5-a59c-30c9f82bf926
Regional System Integrator (RSI),cbd61e86-abb0-4ff5-a59c-30c9f82bf926
-,a30c66d0-b497-4916-828c-6a458bb5ae64
Cloud Service Provider (CSP),99b5fca7-28cf-481c-b78c-e02c5bd2dc59
Regional System Integrator (RSI),99b5fca7-28cf-481c-b78c-e02c5bd2dc59
Independent Software Vendor (ISV),99b5fca7-28cf-481c-b78c-e02c5bd2dc59
Cloud Service Provider (CSP),7e4b723d-f541-4df4-a0e5-6ec5b521ecbb
Regional System Integrator (RSI),7e4b723d-f541-4df4-a0e5-6ec5b521ecbb
Managed Service Provider (MSP),7e4b723d-f541-4df4-a0e5-6ec5b521ecbb
Regional System Integrator (RSI),178aef75-b744-44a7-9636-846034edd2d0
Cloud Service Provider (CSP),178aef75-b744-44a7-9636-846034edd2d0
-,df379980-20cf-4ff6-9ffe-285580e923d7
Independent Software Vendor (ISV),c0a32c93-f140-4635-9970-c2ec203e6056
Cloud Service Provider (CSP),c0a32c93-f140-4635-9970-c2ec203e6056
Regional System Integrator (RSI),e70426d7-8e7e-4611-8839-56a46a9402fc
Regional System Integrator (RSI),fc6582cf-141d-485d-8efd-2c5b69e5a71c
Cloud Service Provider (CSP),fc6582cf-141d-485d-8efd-2c5b69e5a71c
-,c851f4e2-dfe8-4b9b-9e00-9a9ad9e1301f
-,73c015eb-8500-464e-a497-4a7b2e786852
Regional System Integrator (RSI),f2944bcc-bd7f-4fc5-b2cf-f9414df32d71
Cloud Service Provider (CSP),f2944bcc-bd7f-4fc5-b2cf-f9414df32d71
Cloud Service Provider (CSP),d200d020-b31d-489c-98bd-c2240889ac52
Regional System Integrator (RSI),0656b76d-2c3e-4d9f-9eeb-91185425e92e
Independent Software Vendor (ISV),827c2863-2db6-43f6-90cb-3c11ac73ac16
Regional System Integrator (RSI),827c2863-2db6-43f6-90cb-3c11ac73ac16
Cloud Service Provider (CSP),827c2863-2db6-43f6-90cb-3c11ac73ac16
Regional System Integrator (RSI),ca364b2b-63d3-4f1b-8d88-1ae7bab380a4
Regional System Integrator (RSI),b6071050-9984-474d-829a-c6e9031ea40d
Cloud Service Provider (CSP),a484440d-0625-48e5-ba2f-6752c135bcdf
Cloud Service Provider (CSP),ff411138-c0f0-442c-a5ff-bef46022826d
-,a6b6c4c2-6b6c-42e0-9cf0-0d43cebeb319
Regional System Integrator (RSI),3e3b6211-5bdf-4fd3-8765-0798693d7361
Independent Software Vendor (ISV),3e3b6211-5bdf-4fd3-8765-0798693d7361
Managed Service Provider (MSP),89aa59f7-c95d-4f46-b1f0-4870d108ec19
Direct Market Reseller (DMR),89aa59f7-c95d-4f46-b1f0-4870d108ec19
Cloud Service Provider (CSP),89aa59f7-c95d-4f46-b1f0-4870d108ec19
Regional System Integrator (RSI),89aa59f7-c95d-4f46-b1f0-4870d108ec19
Cloud Service Provider (CSP),1a44a4ee-2fd8-4ad5-b8d7-bf922312f18d
Regional System Integrator (RSI),1a44a4ee-2fd8-4ad5-b8d7-bf922312f18d
Direct Market Reseller (DMR),1a44a4ee-2fd8-4ad5-b8d7-bf922312f18d
-,52514750-8467-42b9-b4e7-45fba4e03aae
Regional System Integrator (RSI),90704e35-3689-4d48-a456-5b677d69ccb1
Managed Service Provider (MSP),90704e35-3689-4d48-a456-5b677d69ccb1
Cloud Service Provider (CSP),90704e35-3689-4d48-a456-5b677d69ccb1
Cloud Service Provider (CSP),7da88a81-02c3-43e8-bd3c-1419bffcdc2c
Direct Market Reseller (DMR),7da88a81-02c3-43e8-bd3c-1419bffcdc2c
Regional System Integrator (RSI),c80efe2a-5e40-463f-af9b-90e6a13d6e1c
Cloud Service Provider (CSP),99afc0fc-d83d-4212-a1ec-a7729c9dde61
Managed Service Provider (MSP),99afc0fc-d83d-4212-a1ec-a7729c9dde61
Regional System Integrator (RSI),99afc0fc-d83d-4212-a1ec-a7729c9dde61
Independent Software Vendor (ISV),87f6499b-f4b3-4eca-a529-c35595d2fd91
Cloud Service Provider (CSP),87f6499b-f4b3-4eca-a529-c35595d2fd91
Regional System Integrator (RSI),87f6499b-f4b3-4eca-a529-c35595d2fd91
Cloud Service Provider (CSP),cf7cfb0c-e346-4d68-be49-04665074116b
Regional System Integrator (RSI),cf7cfb0c-e346-4d68-be49-04665074116b
